Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides UPS2_yeast	Razor + unique peptides UPS2_yeast	Unique peptides UPS2_yeast	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type UPS2_yeast	Sequence coverage UPS2_yeast [%]	Intensity	Intensity UPS2_yeast	iBAQ	iBAQ UPS2_yeast	LFQ intensity UPS2_yeast	MS/MS Count UPS2_yeast	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q07623|NOP6_YEAST	sp|Q07623|NOP6_YEAST	2	2	2	>sp|Q07623|NOP6_YEAST Nucleolar protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP6 PE=1 SV=1	1	2	2	2	2	2	2	12	12	12	25.216	225	225	1	7	0	20.096	By MS/MS	12	83100000	83100000	6925000	6925000	193150000	5	5				1243	973;6305	True;True	986;6411	3699;3700;3701;23745;23746;23747;23748	3666;24132;24133;24134;24135	3666;24135		
sp|Q07653|HBT1_YEAST	sp|Q07653|HBT1_YEAST	12	12	12	>sp|Q07653|HBT1_YEAST Protein HBT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HBT1 PE=1 SV=1	1	12	12	12	12	12	12	17.5	17.5	17.5	113.61	1046	1046	1	52	0	68.255	By MS/MS	17.5	981570000	981570000	15337000	15337000	1933700000	35	35				1244	57;449;859;896;1151;1152;2087;2848;3045;5913;5959;6740	True;True;True;True;True;True;True;True;True;True;True;True	57;456;870;908;1167;1168;2113;2886;3089;6016;6062;6855	244;245;246;247;1745;1746;1747;3300;3301;3302;3303;3425;3426;3427;4273;4274;4275;4276;4277;4278;4279;4280;4281;4282;4283;4284;4285;4286;4287;4288;4289;4290;7712;7713;7714;10452;10453;10454;10455;10456;11298;11299;11300;22291;22443;22444;22445;25351;25352;25353;25354;25355	296;297;1732;3295;3296;3392;3393;4198;4199;4200;4201;4202;4203;4204;4205;4206;4207;4208;4209;4210;4211;7690;7691;7692;10410;10411;10412;11308;11309;11310;22598;22735;22736;22737;25784;25785;25786	297;1732;3295;3393;4200;4206;7692;10410;11310;22598;22736;25785		
sp|Q07657|SHS1_YEAST	sp|Q07657|SHS1_YEAST	1	1	1	>sp|Q07657|SHS1_YEAST Seventh homolog of septin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHS1 PE=1 SV=1	1	1	1	1	1	1	1	2.2	2.2	2.2	62.629	551	551	1	3	0	3.2129	By MS/MS	2.2	31222000	31222000	1200800	1200800	69233000	2	2				1245	5828	True	5931	21981;21982;21983	22289;22290	22290		
sp|Q07878|VPS13_YEAST	sp|Q07878|VPS13_YEAST	1	1	1	>sp|Q07878|VPS13_YEAST Vacuolar protein sorting-associated protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS13 PE=1 SV=1	1	1	1	1	1	1	1	0.4	0.4	0.4	357.85	3144	3144	1	3	0.0096943	1.0236	By MS/MS	0.4	44358000	44358000	277240	277240	88085000	1	1				1246	6903	True	7019	25936;25937;25938	26384	26384		
sp|Q07914|TIM14_YEAST	sp|Q07914|TIM14_YEAST	1	1	1	>sp|Q07914|TIM14_YEAST Mitochondrial import inner membrane translocase subunit TIM14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAM18 PE=1 SV=1	1	1	1	1	1	1	1	5.4	5.4	5.4	17.91	168	168	1	2	0	2.6207	By MS/MS	5.4	10760000	10760000	2690100	2690100	20577000	2	2				1247	3626	True	3677	13528;13529	13592;13593	13592		
sp|Q08162|RRP44_YEAST	sp|Q08162|RRP44_YEAST	1	1	1	>sp|Q08162|RRP44_YEAST Exosome complex exonuclease DIS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIS3 PE=1 SV=1	1	1	1	1	1	1	1	1.2	1.2	1.2	113.71	1001	1001	1	1	0	2.2391	By MS/MS	1.2	49312000	49312000	913180	913180	134040000	1	1				1248	5685	True	5784	21481	21762	21762		
sp|Q08179|MDM38_YEAST	sp|Q08179|MDM38_YEAST	1	1	1	>sp|Q08179|MDM38_YEAST Mitochondrial distribution and morphology protein 38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM38 PE=1 SV=1	1	1	1	1	1	1	1	3	3	3	65.004	573	573	1	3	0	7.1512	By MS/MS	3	100480000	100480000	3044900	3044900	212440000	3	3				1249	1732	True	1754	6360;6361;6362	6329;6330;6331	6330		
sp|Q08193|GAS5_YEAST	sp|Q08193|GAS5_YEAST	5	5	5	>sp|Q08193|GAS5_YEAST 1,3-beta-glucanosyltransferase GAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS5 PE=1 SV=1	1	5	5	5	5	5	5	16.1	16.1	16.1	51.869	484	484	1	20	0	52.35	By MS/MS	16.1	888700000	888700000	55543000	55543000	1819700000	18	18				1250	2772;5236;6090;6101;8292	True;True;True;True;True	2808;5313;6195;6206;8426	10156;10157;10158;19836;19837;19838;22913;22914;22953;22954;22955;31270;31271;31272;31273;31274;31275;31276;31277;31278	10138;20208;20209;20210;23238;23239;23281;23282;23283;31874;31875;31876;31877;31878;31879;31880;31881;31882	10138;20210;23238;23282;31876		
sp|Q08208|NOP12_YEAST	sp|Q08208|NOP12_YEAST	3	3	3	>sp|Q08208|NOP12_YEAST Nucleolar protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP12 PE=1 SV=1	1	3	3	3	3	3	3	7.8	7.8	7.8	51.941	459	459	1	6	0	2.5052	By MS/MS	7.8	67705000	67705000	2507600	2507600	148830000	1	1				1251	3061;6294;7036	True;True;True	3105;6400;7152	11383;11384;11385;23696;26427;26428	11382;24079;26944	11382;24079;26944		
sp|Q08225|DPP3_YEAST	sp|Q08225|DPP3_YEAST	1	1	1	>sp|Q08225|DPP3_YEAST Probable dipeptidyl peptidase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL057W PE=1 SV=1	1	1	1	1	1	1	1	1.5	1.5	1.5	80.509	711	711	1	2	0.0090566	1.1318	By MS/MS	1.5	0	0	0	0	0	2	2				1252	6856	True	6971	25759;25760	26187;26188	26188		
sp|Q08245|ZEO1_YEAST	sp|Q08245|ZEO1_YEAST	6	6	6	>sp|Q08245|ZEO1_YEAST Protein ZEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZEO1 PE=1 SV=3	1	6	6	6	6	6	6	31	31	31	12.589	113	113	1	24	0	57.575	By MS/MS	31	1043600000	1043600000	173930000	173930000	2291800000	21	21				1253	1459;1794;1795;3995;5486;5487	True;True;True;True;True;True	1477;1816;1817;4049;5579;5580	5270;6566;6567;6568;6569;6570;14950;14951;14952;14953;14954;14955;14956;14957;14958;14959;20785;20786;20787;20788;20789;20790;20791;20792	5157;6512;6513;6514;6515;15092;15093;15094;15095;15096;15097;15098;15099;15100;15101;21091;21092;21093;21094;21095;21096;21097;21098	5157;6512;6515;15097;21093;21097		
sp|Q08412|CUE5_YEAST	sp|Q08412|CUE5_YEAST	3	3	3	>sp|Q08412|CUE5_YEAST Ubiquitin-binding protein CUE5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CUE5 PE=1 SV=1	1	3	3	3	3	3	3	12.4	12.4	12.4	46.869	411	411	1	7	0	3.5607	By MS/MS	12.4	293810000	293810000	13355000	13355000	621090000	5	5				1254	1762;6706;6783	True;True;True	1784;6821;6898	6443;25240;25241;25242;25528;25529;25530	6396;25664;25665;25666;25962	6396;25666;25962		
sp|Q08601|MCA1_YEAST	sp|Q08601|MCA1_YEAST	2	2	2	>sp|Q08601|MCA1_YEAST Metacaspase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCA1 PE=1 SV=2	1	2	2	2	2	2	2	9.7	9.7	9.7	47.982	432	432	1	5	0	5.8891	By MS/MS	9.7	147180000	147180000	10513000	10513000	351680000	3	3				1255	1101;1226	True;True	1116;1243	4107;4108;4109;4517;4518	4031;4415;4416	4031;4416		
sp|Q08641|AB140_YEAST	sp|Q08641|AB140_YEAST	4	4	4	>sp|Q08641|AB140_YEAST tRNA(Thr) (cytosine(32)-N(3))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ABP140 PE=1 SV=3	1	4	4	4	4	4	4	10.2	10.2	10.2	71.485	628	628	1	7	0	28.283	By MS/MS	10.2	158790000	158790000	6351600	6351600	340960000	6	6				1256	1432;1890;3473;5553	True;True;True;True	1450;1914;3522;5649	5176;5177;5178;6980;6981;12979;21047	5065;5066;5067;6981;13031;21369	5065;6981;13031;21369		
sp|Q08645|FOLE_YEAST	sp|Q08645|FOLE_YEAST	3	3	3	>sp|Q08645|FOLE_YEAST Folylpolyglutamate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET7 PE=1 SV=1	1	3	3	3	3	3	3	5.1	5.1	5.1	62.151	548	548	1	8	0	2.9283	By MS/MS	5.1	893480000	893480000	30810000	30810000	2078800000	7	7				1257	2199;4355;4497	True;True;True	2226;4416;4561	8124;8125;8126;16411;16412;16937;16938;16939	8131;16597;16598;17146;17147;17148;17149;17150	8131;16598;17148		
sp|Q08686|THTR_YEAST	sp|Q08686|THTR_YEAST	4	4	4	>sp|Q08686|THTR_YEAST Thiosulfate sulfurtransferase TUM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUM1 PE=1 SV=1	1	4	4	4	4	4	4	13.2	13.2	13.2	34.219	304	304	1	9	0	9.43	By MS/MS	13.2	133280000	133280000	6058200	6058200	299200000	4	4				1258	5933;6529;7780;8286	True;True;True;True	6036;6640;7903;8420	22359;22360;22361;24535;29193;29194;31253;31254;31255	22660;22661;24892;29734;31863	22661;24892;29734;31863		
sp|Q08689|NAT5_YEAST	sp|Q08689|NAT5_YEAST	1	1	1	>sp|Q08689|NAT5_YEAST N-terminal acetyltransferase A complex subunit NAT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAT5 PE=1 SV=1	1	1	1	1	1	1	1	10.2	10.2	10.2	19.726	176	176	1	3	0	6.9575	By MS/MS	10.2	80944000	80944000	10118000	10118000	184030000	3	3				1259	930	True	943	3556;3557;3558	3511;3512;3513	3511		
sp|Q08723|RPN8_YEAST	sp|Q08723|RPN8_YEAST	3	3	3	>sp|Q08723|RPN8_YEAST 26S proteasome regulatory subunit RPN8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN8 PE=1 SV=3	1	3	3	3	3	3	3	10.1	10.1	10.1	38.312	338	338	1	8	0	3.1434	By MS/MS	10.1	253770000	253770000	13357000	13357000	563380000	7	7				1260	4583;4630;8175	True;True;True	4648;4695;8306	17266;17267;17519;17520;17521;30782;30783;30784	17470;17773;17774;17775;31360;31361;31362	17470;17773;31360		
sp|Q08732|HRK1_YEAST	sp|Q08732|HRK1_YEAST	2	2	2	>sp|Q08732|HRK1_YEAST Serine/threonine-protein kinase HRK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRK1 PE=1 SV=1	1	2	2	2	2	2	2	3.6	3.6	3.6	85.695	759	759	1	6	0	5.523	By MS/MS	3.6	50269000	50269000	1256700	1256700	116560000	3	3				1261	2561;4163	True;True	2592;4223	9428;9429;9430;15730;15731;15732	9461;9462;15868;15869	9461;15869		
sp|Q08822|ETFD_YEAST	sp|Q08822|ETFD_YEAST	3	3	3	>sp|Q08822|ETFD_YEAST Probable electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIR2 PE=1 SV=1	1	3	3	3	3	3	3	6.3	6.3	6.3	69.633	631	631	1	6	0.0031299	1.4608	By MS/MS	6.3	121360000	121360000	3677500	3677500	268990000	1	1				1262	6105;6807;8042	True;True;True	6210;6922;8171	22970;22971;25602;25603;25604;30290	23295;26037;30862	23295;26037;30862		
sp|Q08925|MRN1_YEAST	sp|Q08925|MRN1_YEAST	1	1	1	>sp|Q08925|MRN1_YEAST RNA-binding protein MRN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRN1 PE=1 SV=1	1	1	1	1	1	1	1	1.8	1.8	1.8	68.663	612	612	1	2	0	5.4208	By MS/MS	1.8	81796000	81796000	3029500	3029500	160000000	2	2				1263	3741	True	3793	13988;13989	14199;14200	14200		
sp|Q08954|YP199_YEAST	sp|Q08954|YP199_YEAST	1	1	1	>sp|Q08954|YP199_YEAST Smr domain-containing protein YPL199C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL199C PE=1 SV=1	1	1	1	1	1	1	1	5	5	5	26.757	240	240	1	3	0	9.3528	By MS/MS	5	56845000	56845000	5167700	5167700	112400000	2	2				1264	1288	True	1306	4721;4722;4723	4621;4622	4621		
sp|Q08962|NIP7_YEAST	sp|Q08962|NIP7_YEAST	2	2	2	>sp|Q08962|NIP7_YEAST 60S ribosome subunit biogenesis protein NIP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NIP7 PE=1 SV=1	1	2	2	2	2	2	2	10.5	10.5	10.5	20.38	181	181	1	8	0.0038911	1.4191	By MS/MS	10.5	101550000	101550000	7811400	7811400	210590000	5	5				1265	5592;8296	True;True	5688;8430	21166;21167;21168;31288;31289;31290;31291;31292	21481;31894;31895;31896;31897	21481;31894		
sp|Q08969|GRE1_YEAST	sp|Q08969|GRE1_YEAST	2	2	2	>sp|Q08969|GRE1_YEAST Protein GRE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRE1 PE=1 SV=1	1	2	2	2	2	2	2	23.2	23.2	23.2	19.025	168	168	1	6	0	19.392	By MS/MS	23.2	233810000	233810000	33401000	33401000	513860000	10	10				1266	90;1910	True;True	92;1934	398;399;400;7045;7046;7047	466;467;468;469;470;471;472;7039;7040;7041	467;7041		
sp|Q08971|YP225_YEAST	sp|Q08971|YP225_YEAST	6	6	6	>sp|Q08971|YP225_YEAST Protein PBDC1 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL225W PE=1 SV=1	1	6	6	6	6	6	6	34.9	34.9	34.9	17.445	146	146	1	18	0	9.924	By MS/MS	34.9	668970000	668970000	66897000	66897000	1328400000	9	9				1267	2063;2384;3090;3352;4021;4745	True;True;True;True;True;True	2089;2414;3134;3401;4075;4812	7637;7638;7639;8801;8802;11527;11528;11529;12514;12515;12516;15069;15070;15071;15072;17935;17936;17937	7619;8841;11531;11532;11533;12554;12555;15190;15191;18196	7619;8841;11533;12554;15190;18196		
sp|Q08972|NEW1_YEAST	sp|Q08972|NEW1_YEAST	13	13	13	>sp|Q08972|NEW1_YEAST [NU+] prion formation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NEW1 PE=1 SV=1	1	13	13	13	13	13	13	12.8	12.8	12.8	134.33	1196	1196	1	36	0	21.32	By MS/MS	12.8	926500000	926500000	14254000	14254000	2075200000	22	22				1268	83;257;799;883;1164;1235;2097;3682;4742;5013;5248;8209;8652	True;True;True;True;True;True;True;True;True;True;True;True;True	85;263;810;894;1180;1252;2123;3734;4809;5085;5325;8340;8793	372;373;1047;1048;1049;3092;3093;3094;3095;3096;3097;3379;3380;3381;4326;4327;4538;4539;4540;7753;7754;13746;13747;13748;13749;17924;17925;17926;18960;18961;18962;19873;19874;19875;30923;32661	443;1090;1091;1092;3103;3104;3105;3106;3355;4242;4437;7737;13863;13864;18186;18187;18188;18189;19270;19271;19272;20241;31515;33270	443;1091;3104;3355;4242;4437;7737;13863;18188;19272;20241;31515;33270		
sp|Q08977|YP260_YEAST	sp|Q08977|YP260_YEAST	6	6	6	>sp|Q08977|YP260_YEAST UPF0662 protein YPL260W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL260W PE=1 SV=1	1	6	6	6	6	6	6	13.8	13.8	13.8	62.779	551	551	1	17	0	35.403	By MS/MS	13.8	483130000	483130000	17894000	17894000	874490000	16	16				1269	1244;3028;3147;4276;4668;5505	True;True;True;True;True;True	1261;3072;3191;4337;4734;5598	4562;4563;4564;11192;11193;11733;11734;11735;11736;16153;16154;16155;17656;17657;20867;20868;20869	4461;4462;4463;4464;11174;11737;11738;11739;11740;16335;16336;16337;17915;17916;21176;21177	4464;11174;11740;16335;17915;21176		
sp|Q08985|SAM4_YEAST;sp|Q04898|YM99_YEAST	sp|Q08985|SAM4_YEAST;sp|Q04898|YM99_YEAST	2;1	2;1	2;1	>sp|Q08985|SAM4_YEAST Homocysteine S-methyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAM4 PE=1 SV=1;>sp|Q04898|YM99_YEAST Putative uncharacterized protein YMR321C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=Y	2	2	2	2	2	2	2	5.5	5.5	5.5	36.668	325	325;105	1	4	0	3.3769	By MS/MS	5.5	94426000	94426000	4969800	4969800	224390000	4	4				1270	4841;6908	True;True	4910;7024	18296;18297;18298;25949	18557;18558;18559;26394	18559;26394		
sp|Q10740|LKHA4_YEAST	sp|Q10740|LKHA4_YEAST	8	8	8	>sp|Q10740|LKHA4_YEAST Leukotriene A-4 hydrolase homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAP2 PE=1 SV=1	1	8	8	8	8	8	8	12.5	12.5	12.5	77.352	671	671	1	19	0	11.786	By MS/MS	12.5	492320000	492320000	13675000	13675000	1100300000	8	8				1271	123;364;742;3490;6440;6635;6719;6857	True;True;True;True;True;True;True;True	125;370;753;3539;6550;6747;6834;6972	512;513;514;1427;1428;1429;2909;2910;2911;13029;13030;24196;24933;25272;25273;25274;25761;25762;25763	600;601;1442;1443;2955;13088;24567;25293;25694;25695;25696;26189	600;1443;2955;13088;24567;25293;25694;26189		
sp|Q12008|PMG2_YEAST	sp|Q12008|PMG2_YEAST	2	2	2	>sp|Q12008|PMG2_YEAST Phosphoglycerate mutase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPM2 PE=1 SV=1	1	2	2	2	2	2	2	6.1	6.1	6.1	36.073	311	311	1	6	0	2.3292	By MS/MS	6.1	153200000	153200000	8511200	8511200	315520000	2	2				1272	3693;4826	True;True	3745;4895	13785;13786;13787;18241;18242;18243	13903;18506;18507	13903;18507		
sp|Q12029|FSF1_YEAST	sp|Q12029|FSF1_YEAST	4	4	4	>sp|Q12029|FSF1_YEAST Probable mitochondrial transport protein FSF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FSF1 PE=1 SV=1	1	4	4	4	4	4	4	16.5	16.5	16.5	35.414	327	327	1	10	0	10.742	By MS/MS	16.5	140070000	140070000	10005000	10005000	292130000	6	6				1273	3026;6106;7843;8431	True;True;True;True	3070;6211;7967;8569	11183;11184;11185;22972;29451;29452;29453;31809;31810;31811	11167;11168;23296;29988;29989;29990;32428	11168;23296;29989;32428		
sp|Q12030|TAF10_YEAST	sp|Q12030|TAF10_YEAST	1	1	1	>sp|Q12030|TAF10_YEAST Transcription initiation factor TFIID subunit 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF10 PE=1 SV=1	1	1	1	1	1	1	1	6.8	6.8	6.8	23.019	206	206	1	2	0	3.8907	By MS/MS	6.8	7940900	7940900	882320	882320	10368000	2	2				1274	6803	True	6918	25588;25589	26023;26024	26023		
sp|Q12038|SRO7_YEAST	sp|Q12038|SRO7_YEAST	1	1	1	>sp|Q12038|SRO7_YEAST Lethal(2) giant larvae protein homolog SRO7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRO7 PE=1 SV=1	1	1	1	1	1	1	1	1.8	1.8	1.8	114.51	1033	1033	1	3	0	3.3616	By MS/MS	1.8	13879000	13879000	277590	277590	25050000	3	3				1275	6777	True	6892	25510;25511;25512	25947;25948;25949	25947		
sp|Q12044|RCN2_YEAST	sp|Q12044|RCN2_YEAST	3	3	3	>sp|Q12044|RCN2_YEAST Regulator of calcineurin 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RCN2 PE=1 SV=1	1	3	3	3	3	3	3	12.8	12.8	12.8	29.255	265	265	1	9	0	5.6442	By MS/MS	12.8	153970000	153970000	9057100	9057100	332860000	5	5				1276	2253;4464;7383	True;True;True	2281;4527;7500	8338;8339;8340;16814;16815;16816;27649;27650;27651	8347;8348;8349;17031;28146;28147;28148	8347;17031;28146		
sp|Q12068|GRE2_YEAST	sp|Q12068|GRE2_YEAST	8	8	8	>sp|Q12068|GRE2_YEAST NADPH-dependent methylglyoxal reductase GRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRE2 PE=1 SV=1	1	8	8	8	8	8	8	29.8	29.8	29.8	38.169	342	342	1	23	0	23.023	By MS/MS	29.8	419660000	419660000	20983000	20983000	871900000	12	12				1277	133;240;1034;2366;2782;3141;4622;8375	True;True;True;True;True;True;True;True	136;244;1048;2396;2818;3185;4687;8511	572;573;574;964;965;966;3905;3906;3907;8735;8736;10187;10188;10189;11713;11714;11715;17478;17479;31570;31571;31572;31573	671;672;673;1010;1011;3844;8765;10157;11715;17721;17722;32162;32163;32164;32165	671;1011;3844;8765;10157;11715;17721;32164		
sp|Q12074|SPEE_YEAST	sp|Q12074|SPEE_YEAST	10	10	10	>sp|Q12074|SPEE_YEAST Spermidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPE3 PE=1 SV=1	1	10	10	10	10	10	10	42	42	42	33.324	293	293	1	36	0	35.648	By MS/MS	42	8144900000	8144900000	626530000	626530000	14612000000	34	34				1278	488;1591;1994;2008;3037;3463;6605;7175;7963;8651	True;True;True;True;True;True;True;True;True;True	496;1611;2019;2033;3081;3512;6717;7291;8091;8792	1880;1881;1882;5889;5890;5891;7351;7352;7353;7403;7404;7405;7406;7407;7408;11236;12939;12940;12941;12942;12943;12944;24850;24851;24852;24853;26883;26884;26885;29963;29964;29965;32657;32658;32659;32660	1882;5897;5898;5899;7352;7353;7354;7390;7391;7392;7393;7394;7395;7396;11222;12991;12992;12993;12994;12995;12996;25223;25224;27405;27406;27407;30527;30528;30529;30530;30531;33267;33268;33269	1882;5899;7354;7393;11222;12992;25223;27405;30529;33269		
sp|Q12109|SYWC_YEAST	sp|Q12109|SYWC_YEAST	6	6	6	>sp|Q12109|SYWC_YEAST Tryptophan--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WRS1 PE=1 SV=1	1	6	6	6	6	6	6	16.2	16.2	16.2	49.35	432	432	1	24	0	20.946	By MS/MS	16.2	592950000	592950000	21961000	21961000	1231100000	16	16				1279	947;1830;2140;5076;8384;8684	True;True;True;True;True;True	960;1853;2167;5149;8520;8825	3611;3612;3613;3614;3615;3616;6694;6695;6696;7943;7944;7945;19175;19176;31619;31620;31621;31622;31623;31624;32839;32840;32841;32842	3581;3582;3583;6637;6638;6639;6640;7956;7957;7958;19490;32234;32235;32236;32237;32238;33462;33463;33464	3582;6638;7958;19490;32234;33464		
sp|Q12114|CHS5_YEAST	sp|Q12114|CHS5_YEAST	4	4	4	>sp|Q12114|CHS5_YEAST Chitin biosynthesis protein CHS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHS5 PE=1 SV=1	1	4	4	4	4	4	4	7.7	7.7	7.7	73.638	671	671	1	11	0	14.921	By MS/MS	7.7	240680000	240680000	9257100	9257100	526100000	5	5				1280	3177;3758;4618;8515	True;True;True;True	3222;3810;4683;8654	11885;11886;14047;14048;17463;17464;17465;32150;32151;32152;32153	11929;14248;17705;17706;32768;32769;32770	11929;14248;17705;32768		
sp|Q12117|MRH1_YEAST;sp|P38079|YRO2_YEAST	sp|Q12117|MRH1_YEAST;sp|P38079|YRO2_YEAST	2;1	2;1	2;1	>sp|Q12117|MRH1_YEAST Protein MRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRH1 PE=1 SV=1;>sp|P38079|YRO2_YEAST Protein YRO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRO2 PE=1 SV=1	2	2	2	2	2	2	2	9.7	9.7	9.7	36.19	320	320;344	1	9	0	2.6794	By MS/MS	9.7	426920000	426920000	42692000	42692000	926930000	7	7				1281	3660;4522	True;True	3712;4586	13665;13666;13667;13668;13669;13670;17011;17012;17013	13761;13762;13763;13764;13765;13766;17226	13762;17226		
sp|Q12118|SGT2_YEAST	sp|Q12118|SGT2_YEAST	15	15	15	>sp|Q12118|SGT2_YEAST Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGT2 PE=1 SV=1	1	15	15	15	15	15	15	53.5	53.5	53.5	37.218	346	346	1	47	0	72.026	By MS/MS	53.5	4525400000	4525400000	251410000	251410000	9205500000	40	40				1282	759;812;1274;1369;2822;4063;4168;5340;5342;5671;6137;7890;7941;8402;8403	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	770;823;1291;1387;2859;4118;4228;5426;5428;5769;6242;8018;8069;8539;8540	2962;2963;3141;3142;3143;4659;4660;4971;4972;4973;10338;15273;15274;15275;15276;15277;15278;15744;15745;20257;20261;20262;20263;21422;21423;21424;23075;23076;23077;29665;29666;29667;29885;29886;29887;31707;31708;31709;31710;31711;31712;31713;31714;31715;31716;31717;31718	2996;2997;3145;3146;3147;3148;4546;4547;4848;4849;4850;10303;15411;15412;15413;15414;15415;15416;15879;20581;20585;20586;20587;21713;23408;30214;30215;30216;30217;30451;30452;30453;32324;32325;32326;32327;32328;32329;32330;32331;32332;32333	2996;3145;4547;4849;10303;15416;15879;20581;20587;21713;23408;30214;30451;32326;32329		
sp|Q12122|HOSM_YEAST;sp|P48570|HOSC_YEAST	sp|Q12122|HOSM_YEAST;sp|P48570|HOSC_YEAST	14;10	14;10	14;10	>sp|Q12122|HOSM_YEAST Homocitrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LYS21 PE=1 SV=1;>sp|P48570|HOSC_YEAST Homocitrate synthase, cytosolic isozyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=	2	14	14	14	14	14	14	40.5	40.5	40.5	48.594	440	440;428	1	45	0	46.603	By MS/MS	40.5	1864200000	1864200000	81053000	81053000	3917800000	32	32				1283	282;876;1513;2373;2887;4481;4565;5074;5306;5544;6414;7659;7770;8540	True;True;True;True;True;True;True;True;True;True;True;True;True;True	288;887;1531;2403;2927;4545;4630;5147;5389;5640;6521;7781;7893;8680	1149;1150;1151;1152;1153;1154;3358;3359;3360;5470;5471;8757;8758;10636;10637;10638;16882;16883;16884;16885;16886;16887;17208;17209;17210;19169;19170;19171;20131;20132;20133;21021;21022;21023;24094;24095;24096;28635;28636;28637;29160;29161;29162;32275;32276	1174;1175;1176;1177;1178;1179;3338;5352;5353;8789;8790;10578;10579;10580;17105;17106;17107;17108;17411;17412;19486;19487;20477;20478;20479;20480;21347;21348;24464;29165;29704;29705;29706;32926	1176;3338;5353;8790;10579;17108;17412;19486;20479;21348;24464;29165;29704;32926		
